const,nconst,writer
tt0041172,nm0257745,Stuart Engstrand
tt0041587,nm0143837,Vera Caspary
tt0041587,nm0459255,John Klempner
tt0041587,nm0000581,Joseph L. Mankiewicz
tt0041672,nm0258493,Julius J. Epstein
tt0041672,nm0758409,J.D. Salinger
tt0041776,nm0010063,Rodney Ackland
tt0041776,nm0102392,Arthur Boys
tt0041776,nm0701090,Alexander Pushkin
tt0041959,nm0001294,Graham Greene
tt0041959,nm0000080,Orson Welles
tt0041959,nm0466099,Alexander Korda
tt0041959,nm0715346,Carol Reed
tt0042004,nm0173303,John Colton
tt0042004,nm0511626,Margaret Linden
tt0042004,nm0801026,Helen Simpson
tt0042004,nm0002025,Hume Cronyn
tt0042004,nm0108833,James Bridie
tt0042004,nm0001811,Peter Ustinov
tt0042004,nm0100884,Joseph Shearing
tt0042192,nm0000581,Joseph L. Mankiewicz
tt0042192,nm0650581,Mary Orr
tt0042325,nm0414989,Hans Jacoby
tt0042325,nm0103627,Frederick Brady
tt0042546,nm0153808,Mary Chase
tt0042546,nm0110958,Oscar Brodney
tt0042546,nm0175333,Myles Connolly
tt0042593,nm0813584,Andrew Solt
tt0042593,nm0636002,Edmund H. North
tt0042593,nm0400568,Dorothy B. Hughes
tt0042792,nm0000581,Joseph L. Mankiewicz
tt0042792,nm0760488,Lesser Samuels
tt0042792,nm0948634,Philip Yordan
tt0042994,nm0177336,Whitfield Cook
tt0042994,nm0720904,Alma Reville
tt0042994,nm0421862,Selwyn Jepson
tt0042994,nm0108833,James Bridie
tt0042994,nm0532030,Ranald MacDougall
tt0043014,nm0102818,Charles Brackett
tt0043014,nm0000697,Billy Wilder
tt0043014,nm0551261,D.M. Marshman Jr.
tt0043265,nm0286163,C.S. Forester
tt0043265,nm0012938,James Agee
tt0043265,nm0001379,John Huston
tt0043265,nm0171924,John Collier
tt0043265,nm0896830,Peter Viertel
tt0043456,nm0636002,Edmund H. North
tt0043456,nm0060915,Harry Bates
tt0043686,nm0102030,François Boyer
tt0043686,nm0042179,Jean Aurenche
tt0043686,nm0098204,Pierre Bost
tt0043686,nm0167496,René Clément
tt0043728,nm0818700,Leonard Spigelgass
tt0043728,nm0876562,Karl Tunberg
tt0043728,nm0519556,Frederick Lonsdale
tt0043792,nm0102818,Charles Brackett
tt0043792,nm0281556,Walter Reisch
tt0043792,nm0106764,Richard L. Breen
tt0043792,nm0242518,Caesar Dunn
tt0044079,nm0151452,Raymond Chandler
tt0044079,nm0650262,Czenzi Ormonde
tt0044079,nm0177336,Whitfield Cook
tt0044079,nm0383604,Patricia Highsmith
tt0044079,nm0372942,Ben Hecht
tt0044486,nm0237439,Theodore Dreiser
tt0044486,nm0324537,Ruth Goetz
tt0044486,nm0324499,Augustus Goetz
tt0044672,nm0290931,Fredric M. Frank
tt0044672,nm0528530,Barré Lyndon
tt0044672,nm0820693,Theodore St. John
tt0044672,nm0147119,Frank Cavett
tt0044672,nm0307471,Jack Gariss
tt0044837,nm0000122,Charles Chaplin
tt0044941,nm0175333,Myles Connolly
tt0044941,nm0536941,John Lee Mahin
tt0044941,nm0564970,Leo McCarey
tt0045012,nm0002106,Ruth Gordon
tt0045012,nm0437717,Garson Kanin
tt0045073,nm0049721,John L. Balderston
tt0045073,nm0892044,Anthony Veiller
tt0045073,nm0387501,John Hoare
tt0045152,nm0173679,Betty Comden
tt0045152,nm0337582,Adolph Green
tt0045546,nm0605215,Lou Morheim
tt0045546,nm0293750,Fred Freiberger
tt0045546,nm0001969,Ray Bradbury
tt0045546,nm0416393,Daniel James
tt0045546,nm0522123,Eugène Lourié
tt0045546,nm0809731,Robert Smith
tt0045888,nm0928108,Crane Wilbur
tt0045888,nm0067676,Charles Belden
tt0045920,nm0261400,Harry Essex
tt0045920,nm0001969,Ray Bradbury
tt0046026,nm0802561,Curt Siodmak
tt0046026,nm0868974,Ivan Tors
tt0046186,nm0713523,William Raynor
tt0046186,nm0928611,Myles Wilder
tt0046250,nm0874308,Dalton Trumbo
tt0046250,nm0402848,Ian McLellan Hunter
tt0046250,nm0226538,John Dighton
tt0046754,nm0000581,Joseph L. Mankiewicz
tt0046828,nm0358564,Oscar Hammerstein II
tt0046828,nm0459067,Harry Kleiner
tt0046828,nm0617737,Prosper Mérimée
tt0046911,nm0092267,Pierre Boileau
tt0046911,nm0092268,Thomas Narcejac
tt0046911,nm0167241,Henri-Georges Clouzot
tt0046911,nm0167242,Jérôme Géronimi
tt0046911,nm0557510,René Masson
tt0046911,nm0340190,Frédéric Grendel
tt0046912,nm0461425,Frederick Knott
tt0047200,nm0928108,Crane Wilbur
tt0047396,nm0371088,John Michael Hayes
tt0047396,nm0941280,Cornell Woolrich
tt0047437,nm0000697,Billy Wilder
tt0047437,nm0853138,Samuel A. Taylor
tt0047437,nm0499626,Ernest Lehman
tt0047528,nm0000019,Federico Fellini
tt0047528,nm0684083,Tullio Pinelli
tt0047528,nm0280919,Ennio Flaiano
tt0047580,nm0665875,John Patrick
tt0047580,nm0781186,John H. Secondari
tt0047679,nm0259838,Chester Erskine
tt0047679,nm0425913,Nunnally Johnson
tt0047811,nm0272128,Peggy Thompson
tt0047811,nm0497209,Edna L. Lee
tt0047811,nm0497374,Harry Lee
tt0047960,nm0802561,Curt Siodmak
tt0047985,nm0371092,Joseph Hayes
tt0047985,nm0237225,Jay Dratler
tt0048491,nm0850168,Daniel Taradash
tt0048491,nm0408718,William Inge
tt0048545,nm0827856,Stewart Stern
tt0048545,nm0795730,Irving Shulman
tt0048545,nm0712947,Nicholas Ray
tt0048673,nm0491306,Arthur Laurents
tt0048673,nm0060914,H.E. Bates
tt0048673,nm0000180,David Lean
tt0048673,nm0829330,Donald Ogden Stewart
tt0048728,nm0371088,John Michael Hayes
tt0048728,nm0230196,David Dodge
tt0048728,nm0178785,Alec Coppel
tt0048750,nm0371088,John Michael Hayes
tt0048750,nm0832723,Jack Trevor Story
tt0048801,nm0404062,Albert Husson
tt0048801,nm0532030,Ranald MacDougall
tt0048947,nm0491306,Arthur Laurents
tt0048947,nm0561067,Marcelle Maurette
tt0048947,nm0093397,Guy Bolton
tt0048991,nm0276869,Tom Filer
tt0049261,nm0272209,Edna Ferber
tt0049261,nm0347451,Fred Guiol
tt0049261,nm0595573,Ivan Moffat
tt0049366,nm0537784,Daniel Mainwaring
tt0049366,nm0278277,Jack Finney
tt0049366,nm0172628,Richard Collins
tt0049408,nm0499626,Ernest Lehman
tt0049408,nm0358564,Oscar Hammerstein II
tt0049408,nm0484933,Margaret Landon
tt0049470,nm0371088,John Michael Hayes
tt0049470,nm0071657,Charles Bennett
tt0049470,nm0943922,D.B. Wyndham-Lewis
tt0049470,nm0534191,Angus MacPhail
tt0049833,nm0933335,Dorothy Clarke Wilson
tt0049833,nm0408933,J.H. Ingraham
tt0049833,nm0816161,A.E. Southon
tt0049833,nm0533418,Æneas MacKenzie
tt0049833,nm0489679,Jesse Lasky Jr.
tt0049833,nm0307471,Jack Gariss
tt0049833,nm0290931,Fredric M. Frank
tt0050083,nm0741627,Reginald Rose
tt0050105,nm0202681,Delmer Daves
tt0050105,nm0564970,Leo McCarey
tt0050105,nm0186118,Mildred Cram
tt0050105,nm0829330,Donald Ogden Stewart
tt0050306,nm0920216,George Wells
tt0050306,nm0741423,Helen Rose
tt0050307,nm0258290,Phoebe Ephron
tt0050307,nm0258288,Henry Ephron
tt0050307,nm0545455,William Marchant
tt0050419,nm0314826,Leonard Gershe
tt0050539,nm0558577,Richard Matheson
tt0050539,nm0671766,Richard Alan Simmons
tt0050658,nm0000697,Billy Wilder
tt0050658,nm0224634,I.A.L. Diamond
tt0050658,nm0029370,Claude Anet
tt0050783,nm0000019,Federico Fellini
tt0050783,nm0280919,Ennio Flaiano
tt0050783,nm0684083,Tullio Pinelli
tt0050783,nm0001596,Pier Paolo Pasolini
tt0050783,nm0740021,Brunello Rondi
tt0050815,nm0455510,Dorothy Kingsley
tt0050815,nm0641274,John O'Hara
tt0050861,nm0711905,Terence Rattigan
tt0051207,nm0027173,Maxwell Anderson
tt0051207,nm0534191,Angus MacPhail
tt0051380,nm0360221,Mark Hanna
tt0051406,nm0850168,Daniel Taradash
tt0051406,nm0886668,John Van Druten
tt0051622,nm0165412,James Clavell
tt0051622,nm0486228,George Langelaan
tt0051744,nm0925380,Robb White
tt0051756,nm0900134,Louis Vittes
tt0051913,nm0928642,Thornton Wilder
tt0051913,nm0371088,John Michael Hayes
tt0051948,nm0241949,David Duncan
tt0052063,nm0387176,Marek Hlasko
tt0052063,nm0367860,Wojciech Has
tt0052080,nm0029156,Jerzy Andrzejewski
tt0052080,nm0906667,Andrzej Wajda
tt0052357,nm0178785,Alec Coppel
tt0052357,nm0853138,Samuel A. Taylor
tt0052357,nm0092267,Pierre Boileau
tt0052357,nm0092268,Thomas Narcejac
tt0052357,nm0027173,Maxwell Anderson
tt0052618,nm0908753,Lew Wallace
tt0052618,nm0876562,Karl Tunberg
tt0052618,nm0000683,Gore Vidal
tt0052618,nm0027173,Maxwell Anderson
tt0052618,nm0067103,S.N. Behrman
tt0052618,nm0296737,Christopher Fry
tt0052820,nm0359034,Orville H. Hampton
tt0052918,nm0341178,Eleanore Griffin
tt0052918,nm0778818,Allan Scott
tt0052918,nm0403595,Fannie Hurst
tt0053125,nm0499626,Ernest Lehman
tt0053131,nm0027355,Robert Anderson
tt0053131,nm0401520,Kathryn Hulme
tt0053143,nm0788630,Stanley Shapiro
tt0053143,nm0725009,Maurice Richlin
tt0053143,nm0455126,Paul King
tt0053143,nm0831972,Joseph Stone
tt0053172,nm0788630,Stanley Shapiro
tt0053172,nm0725009,Maurice Richlin
tt0053172,nm0745866,Russell Rouse
tt0053172,nm0338707,Clarence Greene
tt0053198,nm0000076,François Truffaut
tt0053198,nm0610115,Marcel Moussy
tt0053219,nm0076618,Edward Bernds
tt0053219,nm0486228,George Langelaan
tt0053291,nm0000697,Billy Wilder
tt0053291,nm0224634,I.A.L. Diamond
tt0053291,nm0858329,Robert Thoeren
tt0053291,nm0517615,Michael Logan
tt0053363,nm0925380,Robb White
tt0053459,nm0715118,Jean Redon
tt0053459,nm0092267,Pierre Boileau
tt0053459,nm0092268,Thomas Narcejac
tt0053459,nm0767110,Claude Sautet
tt0053459,nm0309039,Pierre Gascar
tt0053472,nm0001031,Claude Chabrol
tt0053472,nm0000419,Jean-Luc Godard
tt0053472,nm0000076,François Truffaut
tt0053604,nm0000697,Billy Wilder
tt0053604,nm0224634,I.A.L. Diamond
tt0053925,nm0000590,Edgar Allan Poe
tt0053925,nm0558577,Richard Matheson
tt0054020,nm0241949,David Duncan
tt0054020,nm0686089,Ben Pivar
tt0054020,nm0742843,Francis Rosenwald
tt0054067,nm0208086,Ennio De Concini
tt0054067,nm0004531,Mario Serandrei
tt0054067,nm0324690,Nikolay Gogol
tt0054067,nm0383318,George Higgins
tt0054067,nm0000878,Mario Bava
tt0054067,nm0181753,Marcello Coscia
tt0054067,nm0210796,Dino De Palma
tt0054215,nm0825010,Joseph Stefano
tt0054215,nm0088645,Robert Bloch
tt0054443,nm0798103,Stirling Silliphant
tt0054443,nm0727211,Wolf Rilla
tt0054443,nm0455785,Ronald Kinnoch
tt0054443,nm0943909,John Wyndham
tt0054698,nm0001986,Truman Capote
tt0054698,nm0043480,George Axelrod
tt0054743,nm0375484,Lillian Hellman
tt0054743,nm0371088,John Michael Hayes
tt0055100,nm0788630,Stanley Shapiro
tt0055100,nm0377417,Paul Henning
tt0055152,nm0558577,Richard Matheson
tt0055152,nm0894523,Jules Verne
tt0055256,nm0000697,Billy Wilder
tt0055256,nm0224634,I.A.L. Diamond
tt0055256,nm0597175,Ferenc Molnár
tt0055304,nm0558577,Richard Matheson
tt0055304,nm0000590,Edgar Allan Poe
tt0055312,nm0437900,Hal Kanter
tt0055312,nm0876223,Harry Tugend
tt0055312,nm0728307,Robert Riskin
tt0055312,nm0750357,Damon Runyon
tt0055312,nm0134211,Jimmy Cannon
tt0055499,nm0000005,Ingmar Bergman
tt0055830,nm0166647,John Clifford
tt0055830,nm0367547,Herk Harvey
tt0056196,nm0642156,Eugene O'Neill
tt0056277,nm0385573,Anthony Hinds
tt0056277,nm0363813,Barbara S. Harper
tt0056277,nm0861343,Russell Thorndike
tt0056315,nm0002759,Ernesto Gastaldi
tt0056552,nm0558577,Richard Matheson
tt0056552,nm0000590,Edgar Allan Poe
tt0056575,nm0788630,Stanley Shapiro
tt0056575,nm0597578,Nate Monaster
tt0056592,nm0497369,Harper Lee
tt0056592,nm0285210,Horton Foote
tt0056884,nm0006445,Éric Rohmer
tt0056923,nm0832099,Peter Stone
tt0056923,nm0066939,Marc Behm
tt0056943,nm0558577,Richard Matheson
tt0056993,nm0560943,Guy de Maupassant
tt0056993,nm0448839,Robert E. Kent
tt0057012,nm0000040,Stanley Kubrick
tt0057012,nm0816143,Terry Southern
tt0057012,nm0313570,Peter George
tt0057128,nm0064579,Charles Beaumont
tt0057128,nm0000590,Edgar Allan Poe
tt0057128,nm0522454,H.P. Lovecraft
tt0057128,nm0000338,Francis Ford Coppola
tt0057129,nm0317254,Nelson Gidding
tt0057129,nm0414047,Shirley Jackson
tt0057196,nm0105052,Kazimierz Brandys
tt0057358,nm0000005,Ingmar Bergman
tt0057443,nm0208086,Ennio De Concini
tt0057443,nm0179281,Sergio Corbucci
tt0057443,nm0211373,Eliana de Sabata
tt0057443,nm0346310,Mino Guerrini
tt0057443,nm0698779,Francesco Prosperi
tt0057443,nm0000878,Mario Bava
tt0057449,nm0000590,Edgar Allan Poe
tt0057449,nm0558577,Richard Matheson
tt0057608,nm0370426,Nathaniel Hawthorne
tt0057608,nm0448839,Robert E. Kent
tt0058154,nm0043480,George Axelrod
tt0058154,nm0475823,Harry Kurnitz
tt0058329,nm0334357,Winston Graham
tt0058329,nm0696319,Jay Presson Allen
tt0058333,nm0064579,Charles Beaumont
tt0058333,nm0132790,R. Wright Campbell
tt0058333,nm0000590,Edgar Allan Poe
tt0058385,nm0503585,Alan Jay Lerner
tt0058385,nm0789737,George Bernard Shaw
tt0058453,nm0245213,Julien Duvivier
tt0058453,nm0419986,Henri Jeanson
tt0058453,nm0043480,George Axelrod
tt0058571,nm0258493,Julius J. Epstein
tt0058571,nm0053049,Norman Barasch
tt0058571,nm0601009,Carroll Moore
tt0058700,nm0558577,Richard Matheson
tt0058700,nm0500067,William F. Leicester
tt0058700,nm1856964,Furio M. Monetti
tt0058700,nm0706575,Ubaldo Ragona
tt0058997,nm0607876,John Mortimer
tt0058997,nm0607890,Penelope Mortimer
tt0058997,nm0595217,Marryam Modell
tt0058997,nm0505615,Ira Levin
tt0059079,nm0002254,King Hu
tt0059079,nm0788243,Shan-Hsi Ting
tt0059113,nm0664985,Boris Pasternak
tt0059113,nm0004122,Robert Bolt
tt0059742,nm0403346,Georg Hurdalek
tt0059742,nm0512231,Howard Lindsay
tt0059742,nm0189496,Russel Crouse
tt0059742,nm0499626,Ernest Lehman
tt0059742,nm0903125,Maria von Trapp
tt0059821,nm0000590,Edgar Allan Poe
tt0059821,nm0001801,Robert Towne
tt0059821,nm0562577,Paul Mayersberg
tt0059895,nm0071657,Charles Bennett
tt0059895,nm0382384,Louis M. Heyward
tt0059895,nm0000590,Edgar Allan Poe
tt0059895,nm0924256,David Whitaker
tt0059895,nm0522454,H.P. Lovecraft
tt0060522,nm0103488,George Bradshaw
tt0060522,nm0475823,Harry Kurnitz
tt0060584,nm0301145,Leonid Gaidai
tt0060584,nm0467548,Yakov Kostyukovskiy
tt0060584,nm0806099,Moris Slobodskoy
tt0060827,nm0000005,Ingmar Bergman
tt0061107,nm0600972,Brian Moore
tt0061107,nm0356227,Willis Hall
tt0061107,nm0913961,Keith Waterhouse
tt0061184,nm0499626,Ernest Lehman
tt0061184,nm0016361,Edward Albee
tt0061597,nm0151653,Cheh Chang
tt0061597,nm0393250,Kuang Ni
tt0061722,nm0932229,Calder Willingham
tt0061722,nm0377750,Buck Henry
tt0061722,nm0916047,Charles Webb
tt0061735,nm0741740,William Rose
tt0061955,nm0941280,Cornell Woolrich
tt0061955,nm0000076,François Truffaut
tt0061955,nm0723827,Jean-Louis Richard
tt0062376,nm0104075,E.R. Braithwaite
tt0062376,nm0165412,James Clavell
tt0062467,nm0461425,Frederick Knott
tt0062467,nm0140588,Robert Carrington
tt0062467,nm0358568,Jane-Howard Hammerstein
tt0062767,nm0291035,Melvin Frank
tt0062767,nm0629428,Denis Norden
tt0062767,nm0445766,Sheldon Keller
tt0062985,nm0015899,Robert Alan Aurthur
tt0062985,nm0001627,Sidney Poitier
tt0063227,nm0063953,James Goldman
tt0063285,nm0048984,Tom Baker
tt0063285,nm0716262,Michael Reeves
tt0063285,nm0382384,Louis M. Heyward
tt0063285,nm0060236,Ronald Bassett
tt0063285,nm0000590,Edgar Allan Poe
tt0063291,nm0221517,Edmundo Desnoes
tt0063291,nm0349425,Tomás Gutiérrez Alea
tt0063350,nm0751652,John A. Russo
tt0063350,nm0001681,George A. Romero
tt0063442,nm0933858,Michael Wilson
tt0063442,nm0785245,Rod Serling
tt0063442,nm0099541,Pierre Boulle
tt0063442,nm0445934,John T. Kelley
tt0063522,nm0505615,Ira Levin
tt0063522,nm0000591,Roman Polanski
tt0063790,nm0628633,Henry Ney
tt0064116,nm0006872,Sergio Donati
tt0064116,nm0001466,Sergio Leone
tt0064116,nm0000783,Dario Argento
tt0064116,nm0000934,Bernardo Bertolucci
tt0064116,nm0461658,Mickey Knox
tt0064117,nm0123242,Abe Burrows
tt0064117,nm0054667,Pierre Barillet
tt0064117,nm0344899,Jean-Pierre Grédy
tt0064117,nm0224634,I.A.L. Diamond
tt0064276,nm0001228,Peter Fonda
tt0064276,nm0000454,Dennis Hopper
tt0064276,nm0816143,Terry Southern
tt0064747,nm0000590,Edgar Allan Poe
tt0064747,nm0403126,Lawrence Huntington
tt0064747,nm0926924,Christopher Wicking
tt0064747,nm0716262,Michael Reeves
tt0065112,nm0881979,Leon Uris
tt0065112,nm0853138,Samuel A. Taylor
tt0065597,nm0446909,Tim Kelly
tt0065597,nm0926924,Christopher Wicking
tt0066740,nm0926365,James Whiton
tt0066740,nm0326338,William Goldstein
tt0066819,nm0540816,Albert Maltz
tt0066819,nm0436894,Irene Kamp
tt0066819,nm0191580,Thomas Cullinan
tt0066819,nm0871333,Claude Traverse
tt0066921,nm0000040,Stanley Kubrick
tt0066921,nm0121256,Anthony Burgess
tt0067093,nm0017833,Sholom Aleichem
tt0067093,nm0674135,Arnold Perl
tt0067093,nm0825524,Joseph Stein
tt0067185,nm0383359,Colin Higgins
tt0067824,nm0516344,Wei Lo
tt0067866,nm0423524,Alejandro Jodorowsky
tt0067992,nm0001094,Roald Dahl
tt0067992,nm0442099,Robert Kaufman
tt0067992,nm0783544,David Seltzer
tt0068503,nm0297523,Robert Fuest
tt0068503,nm0088161,Robert Blees
tt0068503,nm0926365,James Whiton
tt0068503,nm0326338,William Goldstein
tt0068611,nm0478383,Arthur La Bern
tt0068611,nm0787289,Anthony Shaffer
tt0068744,nm0158402,Kang-Chien Chiu
tt0068767,nm0516344,Wei Lo
tt0068935,nm0000045,Bruce Lee
tt0069097,nm0000095,Woody Allen
tt0069281,nm0787289,Anthony Shaffer
tt0069704,nm0000184,George Lucas
tt0069704,nm0441718,Gloria Katz
tt0069704,nm0404754,Willard Huyck
tt0069897,nm0384335,Jack Hill
tt0069897,nm0000427,Pam Grier
tt0070034,nm0021363,Michael Allin
tt0070034,nm0000045,Bruce Lee
tt0070557,nm0054402,Stanislaw Bareja
tt0070557,nm0270204,Jacek Fedorowicz
tt0070723,nm0338591,Stanley R. Greenberg
tt0070723,nm0365621,Harry Harrison
tt0070735,nm0911486,David S. Ward
tt0070791,nm0340478,Anthony Greville-Bell
tt0070791,nm0542970,Stanley Mann
tt0070791,nm0463385,John Kohn
tt0070791,nm0000636,William Shakespeare
tt0070917,nm0787289,Anthony Shaffer
tt0070917,nm0684432,David Pinner
tt0071402,nm0307257,Brian Garfield
tt0071402,nm0562606,Wendell Mayes
tt0071402,nm0933449,Gerald Wilson
tt0071402,nm0935382,Michael Winner
tt0071517,nm0384335,Jack Hill
tt0071517,nm0791007,David Sheldon
tt0071524,nm0372942,Ben Hecht
tt0071524,nm0531269,Charles MacArthur
tt0071524,nm0000697,Billy Wilder
tt0071524,nm0224634,I.A.L. Diamond
tt0071691,nm0001348,Werner Herzog
tt0071691,nm0913708,Jakob Wassermann
tt0072417,nm0001023,John Cassavetes
tt0072824,nm0140987,Sidney Carroll
tt0072824,nm0241416,Alexandre Dumas
tt0072824,nm2668921,Fred A. Wyler
tt0072991,nm0393250,Kuang Ni
tt0073121,nm0151653,Cheh Chang
tt0073121,nm0393250,Kuang Ni
tt0073179,nm0103932,Emil Braginskiy
tt0073179,nm0752922,Eldar Ryazanov
tt0073195,nm0001940,Peter Benchley
tt0073195,nm0331956,Carl Gottlieb
tt0074300,nm0393250,Kuang Ni
tt0074513,nm0151653,Cheh Chang
tt0074513,nm0393250,Kuang Ni
tt0075147,nm0063953,James Goldman
tt0075148,nm0000230,Sylvester Stallone
tt0075163,nm0208086,Ennio De Concini
tt0075163,nm0299313,Maria Pia Fusco
tt0075163,nm0000972,Tinto Brass
tt0075163,nm0898696,Louise Vincent
tt0075163,nm0170189,Antonio Colantuoni
tt0075163,nm0635008,Peter Norden
tt0075202,nm0151653,Cheh Chang
tt0075202,nm0393250,Kuang Ni
tt0075314,nm0001707,Paul Schrader
tt0075686,nm0000095,Woody Allen
tt0075686,nm0108613,Marshall Brickman
tt0075704,nm0208342,Frank De Felitta
tt0075902,nm0778448,Aleksander Scibor-Rylski
tt0075930,nm0169540,Larry Cohen
tt0076054,nm0734742,Mary Rodgers
tt0076095,nm0800319,Neil Simon
tt0076168,nm0393250,Kuang Ni
tt0076727,nm0103932,Emil Braginskiy
tt0076727,nm0752922,Eldar Ryazanov
tt0076759,nm0000184,George Lucas
tt0076786,nm0000783,Dario Argento
tt0076786,nm0630453,Daria Nicolodi
tt0076786,nm0211063,Thomas De Quincey
tt0076797,nm0151653,Cheh Chang
tt0076797,nm0393250,Kuang Ni
tt0076797,nm0399074,James Wong
tt0077292,nm0151653,Cheh Chang
tt0077292,nm0393250,Kuang Ni
tt0077294,nm0001382,Peter Hyams
tt0077362,nm0759029,Waldo Salt
tt0077362,nm0002717,Robert C. Jones
tt0077362,nm0235683,Nancy Dowd
tt0077362,nm0943382,Rudy Wurlitzer
tt0077559,nm0393250,Kuang Ni
tt0077559,nm0151653,Cheh Chang
tt0077711,nm0000005,Ingmar Bergman
tt0077713,nm0953392,Meir Zarchi
tt0077973,nm0151653,Cheh Chang
tt0077973,nm0393250,Kuang Ni
tt0078087,nm0733015,Richard Robinson
tt0078087,nm0000626,John Sayles
tt0078111,nm0686895,Polly Platt
tt0078111,nm0001501,Louis Malle
tt0078243,nm0393250,Kuang Ni
tt0078249,nm0149222,Louis Cha
tt0078249,nm0393250,Kuang Ni
tt0078428,nm0151653,Cheh Chang
tt0078428,nm0393250,Kuang Ni
tt0078444,nm0005196,Paul Mazursky
tt0078672,nm0000807,Jane Austen
tt0078672,nm0919720,Fay Weldon
tt0078748,nm0639321,Dan O'Bannon
tt0078748,nm0795953,Ronald Shusett
tt0078935,nm0166405,Gianfranco Clerici
tt0078935,nm0824216,Giorgio Stegani
tt0079261,nm0706551,Gerome Ragni
tt0079261,nm0705735,James Rado
tt0079261,nm0919876,Michael Weller
tt0079372,nm0151653,Cheh Chang
tt0079372,nm0393250,Kuang Ni
tt0079417,nm0180011,Avery Corman
tt0079417,nm0000914,Robert Benton
tt0079417,nm0000658,Meryl Streep
tt0079417,nm14477172,Jay Christian
tt0079470,nm0001037,Graham Chapman
tt0079470,nm0000092,John Cleese
tt0079470,nm0000416,Terry Gilliam
tt0079470,nm0001385,Eric Idle
tt0079470,nm0001402,Terry Jones
tt0079470,nm0001589,Michael Palin
tt0079522,nm0000095,Woody Allen
tt0079522,nm0108613,Marshall Brickman
tt0080040,nm0227187,David Schmoeller
tt0080040,nm0140836,J. Larry Carroll
tt0080172,nm0393250,Kuang Ni
tt0080319,nm0720334,Patricia Resnick
tt0080319,nm0383359,Colin Higgins
tt0080354,nm0000626,John Sayles
tt0080354,nm0673772,Frank Ray Perilli
tt0080391,nm0226976,Costa Dillon
tt0080391,nm0207357,John De Bello
tt0080391,nm0668699,J. Stephen Peace
tt0080453,nm0821070,Henry De Vere Stacpoole
tt0080453,nm0829343,Douglas Day Stewart
tt0080474,nm0725379,W.D. Richter
tt0080474,nm0743232,Arthur A. Ross
tt0080474,nm0615467,Thomas O. Murton
tt0080474,nm0404880,Joe Hyams
tt0080474,nm0706182,Bob Rafelson
tt0080482,nm0225935,Carlos Diegues
tt0080482,nm0785477,Leopoldo Serran
tt0080516,nm0403028,Russell Hunter
tt0080516,nm0337008,William Gray
tt0080516,nm0534701,Diana Maddox
tt0080569,nm0001243,William Friedkin
tt0080569,nm1558002,Gerald Walker
tt0080678,nm0212246,Christopher De Vore
tt0080678,nm0075015,Eric Bergren
tt0080678,nm0000186,David Lynch
tt0080678,nm0872375,Frederick Treves
tt0080678,nm0598744,Ashley Montagu
tt0080717,nm2038357,Tai-Heng Li
tt0080717,nm0514906,Chia-Liang Liu
tt0080743,nm0151653,Cheh Chang
tt0080743,nm0393250,Kuang Ni
tt0080905,nm3270858,Tien Huang
tt0081404,nm0151653,Cheh Chang
tt0081404,nm0393250,Kuang Ni
tt0081494,nm0393250,Kuang Ni
